all_four_wrong,only_m12_wrong,m09_m10_wrong_m12_correct,m11_wrong_m12_correct,all_component_models_correct,correct_individually_but_m12_wrong,common_mild_to_no_dr,common_severe_to_moderate,common_large_grade_errors,matched_rows
574,129,161,217,3788,129,233,32,178,5270
