epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_balanced_accuracy,val_balanced_accuracy,train_macro_f1,val_macro_f1,train_qwk,val_qwk,learning_rate
1,0.8108180070960046,0.7694217964865451,0.7662084112909786,0.7810246679316888,0.30226487838068605,0.358270400195795,0.33249522144387306,0.3956304747371443,0.4336263292732061,0.5215529481704173,5e-06
2,0.7550602999946074,0.74346651474484,0.7911819734808427,0.7973434535104365,0.41815830740067367,0.44421595795621693,0.4547400404214465,0.4681359194882598,0.6130336189895992,0.6358188439949393,1.9999999999999998e-05
3,0.732360196983437,0.7324297989115995,0.7998047669405353,0.8018975332068311,0.4388156478136163,0.4235286128345225,0.4735181060577891,0.4591498810377018,0.6474181541280384,0.6416399461928928,3.5e-05
4,0.7227006289720981,0.7824576810822315,0.8034653868054991,0.788045540796964,0.45983810997060404,0.3818726765638097,0.4926829208016893,0.423319420626207,0.6589232089558683,0.5632384758997668,5e-05
5,0.6954964824565731,0.7729787928555903,0.815138696819328,0.7954459203036053,0.49250916658204635,0.4100803414560992,0.5292133490865398,0.43866364071161906,0.6972540356890481,0.6252351845763293,4.9745536047023324e-05
6,0.6678553561416448,0.7653055920772805,0.82494102334662,0.8,0.5225830752767497,0.4219352156477661,0.5597842412124808,0.45617298513916016,0.7259573846679569,0.6321411565185797,4.898732434036244e-05
7,0.6365284123636384,0.7733401279521848,0.8364516391442284,0.7836812144212524,0.558192894993973,0.5051509967894343,0.5935235816879104,0.5042013412629996,0.7590122169715123,0.6552883966632886,4.774079988386296e-05
8,0.5986368507595337,0.7624542008993521,0.847758887171561,0.7952561669829222,0.6040199397066174,0.4119860160582827,0.6417855359551027,0.44701421706805194,0.7821483775404294,0.6237368202681892,4.6031338320779534e-05
9,0.5566872828012369,0.8064442713527571,0.8671194989018141,0.7979127134724858,0.6594665310719015,0.4362818138094771,0.6995511906643511,0.4624750499580242,0.8233151017773082,0.6524819214278564,4.3893739358856455e-05
10,0.514202760038389,0.8196933923229095,0.8818026519157244,0.7895635673624288,0.7113185523987507,0.4140171808960619,0.7523134763811028,0.44802501405029194,0.8482059553200854,0.6304320675567643,4.137151834863213e-05
11,0.4651104505636379,0.850591294611654,0.9025054909297975,0.7893738140417458,0.7722356312806076,0.4601242520150926,0.8113684888167135,0.48991601544853147,0.8770564607460859,0.6487725874165584,3.851602043638994e-05
12,0.4262873228134194,0.8952691898174032,0.9169852761734321,0.788045540796964,0.8129775413475245,0.45199029597752693,0.8480223157692077,0.4794361332646261,0.8971216477991569,0.6507644651186544,3.5385375325047166e-05
13,0.3816707401747701,0.9258741886158822,0.9367526234442366,0.7552182163187856,0.8629707079091105,0.4595253710009145,0.8910913096900233,0.4748220404433824,0.9187462264743762,0.6430088193177217,3.2043313921035743e-05
14,0.3485965250438916,0.9428331918689287,0.9496868136337753,0.7888045540796964,0.8926244555780901,0.4459756104829037,0.9156268252200265,0.47832145016948535,0.9366112863043244,0.6396656155648087,2.8557870956832125e-05
