epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_balanced_accuracy,val_balanced_accuracy,train_macro_f1,val_macro_f1,train_qwk,val_qwk,learning_rate
1,1.3690323477055926,1.1996310410961029,0.7243146506141707,0.7495256166982922,0.22437726271919384,0.2842991442493543,0.21859597963232197,0.29186689010623207,0.19603335720246962,0.4560852670449157,5e-06
2,1.0903597682930228,0.9987660023247721,0.7452615309525746,0.7838709677419354,0.42807383947320166,0.4549764051376954,0.44089193397249266,0.48230500205488996,0.5842213333589151,0.6664540325270296,1.9999999999999998e-05
3,0.9715388436444673,0.9611906662385423,0.7676726592369641,0.8108159392789374,0.517961293120537,0.4913143575579132,0.5277418638117901,0.5068381455091956,0.6779962927979344,0.7147781171093154,3.5e-05
4,0.9146493966183981,0.9185307107342715,0.7749532254128366,0.7510436432637572,0.5427255010153504,0.53089834976953,0.5540892191921054,0.5476887503330146,0.7071559117411668,0.7331469881104615,5e-05
5,0.8354224123258892,0.9203190391384899,0.792320832994387,0.7322580645161291,0.5845783024457112,0.560518220492189,0.5938081019677587,0.5370629788987269,0.744223341243547,0.7146314612216328,4.9745536047023324e-05
6,0.7632265636514223,0.9556744822062396,0.7991946636297079,0.8055028462998103,0.6427024230402367,0.5463900114246681,0.6418781040307506,0.5421773470496181,0.7741844079068074,0.7523200474059573,4.898732434036244e-05
7,0.6692430162744003,1.075765513966613,0.8159928414544863,0.8111954459203036,0.6985492350707787,0.4810674156380729,0.6904020824647468,0.5313630346779443,0.8003218915935213,0.7250250370428921,4.774079988386296e-05
8,0.5780157221325593,1.0362455870666358,0.8393801350361995,0.7595825426944972,0.749342658513963,0.5245034218004293,0.7359007770110894,0.5166841051041562,0.8260573657952618,0.7137645296944903,4.6031338320779534e-05
9,0.47692298698607605,1.1719104415325332,0.86606198649638,0.7643263757115749,0.8062681987109285,0.5305338362348255,0.7910165531821347,0.5366606617547796,0.851629036084831,0.7363583937915603,4.3893739358856455e-05
10,0.3883782183503121,1.422837290637181,0.8929878792808915,0.7912713472485768,0.8515132958579923,0.5267945230514222,0.8361368272186827,0.5307545493461825,0.8807319875183574,0.7288360075286994,4.137151834863213e-05
11,0.3087917762700695,1.597454522818723,0.914585536484178,0.7853889943074004,0.8910482967940971,0.5475443433666806,0.8749849589397336,0.548251446825067,0.8976147406637843,0.7209318300944987,3.851602043638994e-05
12,0.2593325568166245,1.7563874085895024,0.9284958919710404,0.7851992409867172,0.9112609144521528,0.5056536854843332,0.8971107373986728,0.528274303877475,0.9116676491873571,0.7134126852610669,3.5385375325047166e-05
13,0.2035249641634397,1.810585146927517,0.9444399251606606,0.7468690702087286,0.9288666077732209,0.5266500746905336,0.9190796055047186,0.5256122944569552,0.928383514421753,0.700443327558803,3.2043313921035743e-05
