global_epoch,phase,phase_epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_balanced_accuracy,val_balanced_accuracy,train_macro_f1,val_macro_f1,train_qwk,val_qwk,learning_rate_backbone,learning_rate_head
20,2,10,0.5793043768984111,0.590439219130963,0.510009765625,0.4108159392789374,0.5113789281459804,0.4891423941398333,0.5107809336212574,0.341675906831375,0.7056447474374404,0.437891173286136,7.128896457825363e-06,7.128896457825363e-05
21,2,11,0.5659099081531167,0.525812294112211,0.5226236979166666,0.5083491461100569,0.5229338936796287,0.49370127734404157,0.5224322870085322,0.3672699750134659,0.7184867424542586,0.4701727154170776,6.545084971874737e-06,6.545084971874737e-05
22,2,12,0.5610584977354544,,0.5275065104166666,0.5442125237191651,0.5273736621320262,0.4867991343050715,0.5267259093374591,0.38495903852033986,0.7203323594146991,0.4723817193539237,5.936906572928624e-06,5.936906572928624e-05
23,2,13,0.5547387224505655,,0.5281168619791666,0.4480075901328273,0.5272412806788267,0.48927555146819957,0.5270691459435819,0.37033399417961127,0.7254294392403842,0.46317331344843893,5.3139525976465675e-06,5.313952597646568e-05
24,2,14,0.5492328301285548,,0.5346272786458334,0.5726755218216318,0.5345283586692123,0.48182613693531745,0.5338505134042225,0.3996229648385308,0.7255674011474496,0.5077423763860418,4.686047402353433e-06,4.6860474023534335e-05
25,2,15,0.5389936831779778,0.5097645086513751,0.5384521484375,0.5381404174573055,0.5378017470708862,0.5027721902784992,0.5373062448615955,0.4002353203791766,0.7394367224086225,0.49550913749292236,4.063093427071377e-06,4.0630934270713774e-05
26,2,16,0.5326191536926975,0.49715998982568843,0.5482177734375,0.5341555977229602,0.5460639324780203,0.5064805003350612,0.5459800091903597,0.40449462221329363,0.739777455690726,0.5025932498757186,3.4549150281252644e-06,3.454915028125265e-05
27,2,17,0.5246210413170047,0.4823158411644894,0.5483805338541666,0.5544592030360531,0.5487084549440543,0.49986032387575097,0.5484746151110784,0.40851258713226357,0.7361368751653529,0.5142531668519945,2.8711035421746364e-06,2.871103542174637e-05
28,2,18,0.5230407543325176,0.5137144639324644,0.5514729817708334,0.47552182163187856,0.5515330830552616,0.49897090491585605,0.5511089408630815,0.39581402693856554,0.742459535098408,0.48463668846626684,2.320866025105015e-06,2.3208660251050158e-05
29,2,19,0.5277807710129613,0.5302688596370777,0.547119140625,0.4988614800759013,0.5490942715901179,0.5069495079350463,0.5486820878219993,0.38909518501047385,0.7393649818553873,0.4867928859148596,1.8128800512565508e-06,1.8128800512565513e-05
30,2,20,0.5174527628793536,0.4992161689266082,0.5591634114583334,0.5362428842504744,0.5585662715267347,0.5054175435756264,0.5582099557980912,0.4036367527491139,0.7490656733670074,0.5101368781869919,1.3551568628929432e-06,1.3551568628929434e-05
31,2,21,0.5192576058519384,0.4830221243782333,0.5558268229166666,0.5876660341555977,0.5557160228163722,0.512529296408425,0.5553844257056187,0.4180221930757824,0.7491658404029032,0.520873459093179,9.549150281252633e-07,9.549150281252635e-06
32,2,22,0.5136689755114882,0.5172673576244593,0.5559895833333334,0.5132827324478179,0.5547517294929796,0.5131001131784179,0.5544714422365974,0.3957621768311972,0.7484337938805207,0.48915134836231666,6.184665997806822e-07,6.184665997806822e-06
33,2,23,0.5141631471827471,,0.5562337239583334,0.5165085388994307,0.5573815199949363,0.5184344183021684,0.5563314310154015,0.4054006997950075,0.7490242158570556,0.4993523532473173,3.511175705587433e-07,3.5111757055874332e-06
34,2,24,0.5113535595786137,0.49089387483343455,0.5592447916666666,0.5379506641366224,0.5593923988501915,0.5048518989337343,0.5589672136828909,0.41293637923214527,0.7507048998419945,0.5174136980632787,1.5708419435684518e-07,1.570841943568452e-06
35,2,25,0.5130184411924953,,0.5544840494791666,0.5136622390891841,0.5552321289927684,0.5120698232295442,0.555307939547226,0.3965678928450155,0.7494428803218474,0.4805541927790986,3.9426493427611177e-08,3.942649342761118e-07
